timestamp,frame_id,face_detected,ear_left,ear_right,ear_avg,mar,eye_closed,mouth_open,perclos,yawn_count_window,long_eye_closure_count,head_tilt_score,looking_down,looking_side,fatigue_score,distraction_score,final_state,alert_message,fps
1777745858.4646323,1,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,15.0,Normal,,2.4671681598089963
1777745858.6330209,2,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,16.96453372637431,Normal,,2.8143584509529536
1777745858.682025,3,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,17.536247968673706,Normal,,4.571853958953757
1777745858.7318294,4,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,18.117299874623615,Normal,,6.135499287631908
1777745858.7732112,5,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,18.600087960561115,Normal,,7.909313516136365
1777745858.8103702,6,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,19.033609231313072,Normal,,9.78138454260351
1777745858.8507988,7,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,19.505276679992676,Normal,,11.327172914528415
1777745858.8926094,8,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,19.99306599299113,Normal,,12.580805701147458
1777745858.9345205,9,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,20.48202912012736,Normal,,13.702589571370497
1777745858.9722617,10,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,20.922342936197918,Normal,,14.976832827517786
1777745859.011118,11,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,21.37566606203715,Normal,,16.01844514542446
1777745859.0513873,12,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,21.845475435256958,Normal,,16.93752429653995
1777745859.0940661,13,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,22.34339515368144,Normal,,17.526053601455388
1777745859.1420395,14,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,22.903084754943848,Normal,,17.90019376771516
1777745859.1837614,15,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,23.389839331309002,Normal,,18.508739090067785
1777745859.2264252,16,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,23.887583812077843,Normal,,18.977087590570488
1777745859.2715542,17,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,24.4140895207723,Normal,,19.270953104942514
1777745859.3233516,18,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,25.018392403920494,Normal,,19.32435779101925
1777745859.3712893,19,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,25.577664772669472,Normal,,19.4797398046927
1777745859.4149442,20,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,26.08697215716044,Normal,,19.802599016515316
1777745859.4627228,21,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,26.644389231999718,Normal,,19.92822295449557
1777745859.5089483,22,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,27.18368728955587,Normal,,20.04125789033092
1777745859.560144,23,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,27.780969540278114,Normal,,20.038100568558534
1777745859.6030955,24,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,28.282071352005005,Normal,,20.346156628594787
1777745859.6485927,25,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,28.81287177403768,Normal,,20.523573093750883
1777745859.6965423,26,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,29.372283220291138,Normal,,20.55741764391469
1777745859.742992,27,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,29.914195934931435,Normal,,20.650660700870176
1777745859.7922757,28,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,30.48917293548584,Atencao,Atencao: sinais iniciais de risco,20.625453472568825
1777745860.0211608,29,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,33.15949996312459,Atencao,Atencao: sinais iniciais de risco,18.998101329302575
1777745860.058761,30,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,33.59816710154216,Atencao,Atencao: sinais iniciais de risco,19.746406929763708
1777745860.1032584,31,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,34.117304484049484,Atencao,Atencao: sinais iniciais de risco,20.06647578464652
1777745860.1416988,32,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,34.56577658653259,Atencao,Atencao: sinais iniciais de risco,20.666887075772113
1777745860.1816583,33,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,35.03196994463603,Atencao,Atencao: sinais iniciais de risco,21.10310173766914
1777745860.2211957,34,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,35.49323995908101,Atencao,Atencao: sinais iniciais de risco,21.510104384095996
1777745860.2590394,35,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,35.93474984169006,Atencao,Atencao: sinais iniciais de risco,21.953080565713957
1777745860.2963145,36,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,36.36962572733562,Atencao,Atencao: sinais iniciais de risco,22.4372506533744
1777745860.3347666,37,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,36.81823412577312,Atencao,Atencao: sinais iniciais de risco,22.739369877549446
1777745860.3761635,38,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,37.301197449366256,Atencao,Atencao: sinais iniciais de risco,22.968442757894262
1777745860.4209523,39,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,37.82373388608296,Atencao,Atencao: sinais iniciais de risco,22.89252269991823
1777745860.463471,40,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,38.31978440284729,Atencao,Atencao: sinais iniciais de risco,22.974860676176764
1777745860.5029104,41,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,38.77991120020549,Atencao,Atencao: sinais iniciais de risco,23.228603278133235
1777745860.5401134,42,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,39.213947057724,Atencao,Atencao: sinais iniciais de risco,23.492101461294347
1777745860.5850985,43,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,39.73877271016438,Atencao,Atencao: sinais iniciais de risco,23.432813825156625
1777745860.6250331,44,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,40.20467678705852,Atencao,Atencao: sinais iniciais de risco,23.584579773591756
1777745860.6639974,45,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,40.6592599550883,Atencao,Atencao: sinais iniciais de risco,23.784144138187703
1777745860.7047904,46,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,41.13517761230469,Atencao,Atencao: sinais iniciais de risco,23.857473279590472
1777745860.7441914,47,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,41.594856580098465,Atencao,Atencao: sinais iniciais de risco,23.946250720896188
1777745860.788726,48,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,42.114427884419754,Atencao,Atencao: sinais iniciais de risco,23.860902476284682
1777745860.8293068,49,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,42.58786996205647,Atencao,Atencao: sinais iniciais de risco,23.945876071366552
1777745860.8691554,50,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,43.052769899368286,Atencao,Atencao: sinais iniciais de risco,24.05203868904185
1777745860.9098938,51,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,43.52805058161418,Atencao,Atencao: sinais iniciais de risco,24.10466460412031
1777745860.9512017,52,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,44.009976387023926,Atencao,Atencao: sinais iniciais de risco,24.12643599910498
1777745860.9894266,53,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,44.45593396822612,Atencao,Atencao: sinais iniciais de risco,24.323089322323813
1777745861.0269747,54,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,44.89399472872417,Atencao,Atencao: sinais iniciais de risco,24.550524627571555
1777745861.0632336,55,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,45.317015647888184,Atencao,Atencao: sinais iniciais de risco,24.84409922858107
1777745861.1036947,56,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,45.78906138737996,Atencao,Atencao: sinais iniciais de risco,24.821524699807096
1777745861.142316,57,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,46.23964468638103,Atencao,Atencao: sinais iniciais de risco,24.909868081803005
1777745861.1830812,58,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,46.71523690223694,Atencao,Atencao: sinais iniciais de risco,24.902723875048654
1777745861.2219071,59,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,47.1682067712148,Atencao,Atencao: sinais iniciais de risco,24.98132953259453
1777745861.2594078,60,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,47.60571400324504,Atencao,Atencao: sinais iniciais de risco,25.078280448854883
1777745861.3004048,61,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,48.08401266733806,Atencao,Atencao: sinais iniciais de risco,25.072284997046136
1777745861.3376925,62,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,48.51903597513835,Atencao,Atencao: sinais iniciais de risco,25.188378884063717
1777745861.377353,63,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,48.98174126942952,Atencao,Atencao: sinais iniciais de risco,25.239547985680804
1777745861.4215677,64,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,49.497579733530685,Atencao,Atencao: sinais iniciais de risco,24.949067154671024
1777745861.4641461,65,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,49.99432841936748,Atencao,Atencao: sinais iniciais de risco,24.84353251251812
1777745861.5047517,66,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.777325027893394
1777745861.5454054,67,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.797544204978227
1777745861.587893,68,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.690899601103204
1777745861.6303387,69,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.567867208576686
1777745861.672368,70,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.490084351972175
1777745861.7115512,71,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.540457320113756
1777745861.7545075,72,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.44387910218252
1777745861.8032243,73,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,24.06862509325068
1777745861.8542771,74,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,23.60779899387804
1777745861.9042354,75,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,50.0,Atencao,Atencao: sinais iniciais de risco,23.25721884895241
