timestamp,frame_id,face_detected,ear_left,ear_right,ear_avg,mar,eye_closed,mouth_open,perclos,yawn_count_window,long_eye_closure_count,head_tilt_score,looking_down,looking_side,fatigue_score,distraction_score,final_state,alert_message,fps
1777746299.508911,1,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,15.0,Normal,,1.7214957319417927
1777746299.6890683,2,True,0.2463231069546206,0.3428535322286043,0.29458831959161247,0.02032022688225751,False,False,0.0,0,0,43.75124378204346,False,True,2.187562189102173,50.0,Atencao,Atencao: sinais iniciais de risco,2.1046845152854377
1777746299.928998,3,True,0.2533419575001786,0.32291617317998117,0.28812906534007987,0.005951057329306363,False,False,0.0,0,0,41.22126579284668,False,True,2.061063289642334,50.0,Atencao,Atencao: sinais iniciais de risco,2.311253720181112
1777746299.9692655,4,True,0.24923937107196242,0.3381563826983052,0.2936978768851338,0.0012650577875770346,False,False,0.0,0,0,40.96016969680786,False,True,2.048008484840393,50.0,Atencao,Atencao: sinais iniciais de risco,4.554230680513429
1777746300.0099084,5,True,0.24636053847368886,0.2952083688854426,0.2707844536795657,0.00410736179090181,False,False,0.0,0,0,40.489399099349974,False,True,2.0244699549674987,50.0,Atencao,Atencao: sinais iniciais de risco,6.574637325880482
1777746300.054847,6,True,0.26956611528066626,0.37195717943388096,0.32076164735727364,0.0008821792220848408,False,False,0.0,0,0,40.63514175415039,False,True,2.0317570877075193,50.0,Atencao,Atencao: sinais iniciais de risco,8.12747981066266
1777746300.0970654,7,True,0.3034781793851731,0.45449557045881683,0.37898687492199495,0.0019474116781829224,False,False,0.0,0,0,39.69487600326538,False,True,1.984743800163269,50.0,Atencao,Atencao: sinais iniciais de risco,9.628721749027973
1777746300.1468794,8,True,0.2953243723814221,0.43756718006737927,0.36644577622440067,0.005587004067996456,False,False,0.0,0,0,38.7720742225647,False,True,1.9386037111282348,50.0,Atencao,Atencao: sinais iniciais de risco,10.73068115506519
1777746300.201854,9,True,0.30294167513168857,0.44828913643928575,0.37561540578548713,0.003593385397921154,False,False,0.0,0,0,38.598169445991516,False,True,1.9299084722995756,50.0,Atencao,Atencao: sinais iniciais de risco,11.467348330606356
1777746300.2565107,10,True,0.29636866628620767,0.42177145605797933,0.3590700611720935,0.0022820422875095745,False,False,0.0,0,0,39.093307161331175,False,True,1.9546653580665587,50.0,Atencao,Atencao: sinais iniciais de risco,12.149495941061728
