timestamp,frame_id,face_detected,ear_left,ear_right,ear_avg,mar,eye_closed,mouth_open,perclos,yawn_count_window,long_eye_closure_count,head_tilt_score,looking_down,looking_side,fatigue_score,distraction_score,final_state,alert_message,fps
1777743385.9231534,1,False,0.0,0.0,0.0,0.0,False,False,0.0,0,0,0.0,False,False,0.0,15.0,Normal,,1.3054329245476233
1777743386.0631676,2,True,0.30577773541814457,0.30295427945435555,0.3043660074362501,0.019630936481295127,False,False,0.0,0,0,28.960317413644354,False,False,1.4480158706822177,0.0,Normal,,1.8874397778542118
1777743386.13489,3,True,0.27319708612271437,0.29472213079508097,0.28395960845889767,0.005223690735841773,False,False,0.0,0,0,31.27281765693968,False,False,1.5636408828469839,0.0,Normal,,3.091280842034571
1777743386.1941388,4,True,0.3004816811536249,0.2961942106476008,0.29833794590061286,0.011833013203537265,False,False,0.0,0,0,32.52254200550643,False,False,1.6261271002753217,0.0,Normal,,4.468942829526336
1777743386.2474966,5,True,0.327428086892607,0.30709944636202535,0.31726376662731615,0.005044061658162659,False,False,0.0,0,0,33.58186865232207,False,False,1.6790934326161036,0.0,Normal,,5.91303685298501
1777743386.2996893,6,True,0.2886271879711541,0.29709007249161395,0.29285863023138403,0.0033225822995248335,False,False,0.0,0,0,36.33019926981492,False,False,1.8165099634907458,0.0,Normal,,7.231504129223181
1777743386.356542,7,True,0.2817882445151231,0.28990277732346686,0.285845510919295,0.0035974380343873924,False,False,0.0,0,0,36.365434969555245,False,True,1.8182717484777622,22.22222222222222,Normal,,8.230422195306378
1777743386.4146256,8,True,0.28879537020045004,0.30873498712947406,0.29876517866496205,0.0028140694175108508,False,False,0.0,0,0,37.566631731120026,False,True,1.8783315865560013,38.095238095238095,Atencao,Atencao: sinais iniciais de risco,9.171767231915423
1777743386.6637046,9,True,0.2930581646079683,0.33951260087051816,0.3162853827392432,0.005331984901702781,False,False,0.0,0,0,29.148606981472536,False,False,1.457430349073627,33.333333333333336,Atencao,Atencao: sinais iniciais de risco,8.65611259866001
1777743386.7248266,10,True,0.3021813248100419,0.33769483445143195,0.31993807963073695,0.004121112549878291,False,False,0.0,0,0,27.618900661847807,False,False,1.3809450330923903,29.629629629629626,Normal,,9.419590352203269
